25,15,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,10,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,w,0,1,12,22,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1
1,1,5,0,0,0,0,1,1,24,1,1,1,1,1,1,24,7,0,0,0,0,0,1,1
1,1,32,0,0,0,0,4,1,24,1,1,1,1,1,10,23,0,0,0,0,0,0,1,1
1,1,3,0,0,0,p,0,0,23,0,11,4,1,5,0,23,0,0,0,0,0,0,4,1
1,1,1,12,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,30,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,g,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
