22,16,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,10,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,,w,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,p,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,paintred,0,0,0,22,13,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,14,14,14,14,4,24,1,1,5,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,0,0,23,0,0,0,0,0,0,13,2,14,14,14,1,1
1,1,1,12,0,0,0,0,23,0,0,b,0,0,13,2,1,0,paintblue,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,gpurple,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1
