30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,14,14,14,4,1,1,1,1,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,33,1,1,1,1,24,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,0,0,0,2,1,1,1,10,23,0,0,0,0,0,0,0,0,0,0,22,0,0,13,1,1,1,1
1,1,1,0,0,0,4,1,1,5,0,23,0,0,0,0,0,9,1,1,1,1,24,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,11,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,1,1,1
1,1,1,18,18,18,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,23,0,0,0,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,23,0,0,13,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,29,0,0,0,13,2,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,14,14,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,g,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,18,18,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,20,20,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,20,20,1,1,1,1,1,1,1,1,1,1,1
1,1,1,20,20,20,1,1,1,1,1,1,1,1,1,1,1,20,20,1,1,1,1,1,1,1,1,1,1,1
