34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,13,2,1,1,3,0,0,0,2,1,1,1
1,12,0,0,0,0,0,0,13,2,1,3,12,0,0,20,0,0,0,0,0,13,2,1,1,1,1,12,0,13,1,1,1,1
1,1,1,1,1,5,14,14,1,1,1,1,1,1,1,22,1,7,0,0,9,1,1,1,1,1,1,7,0,9,1,1,1,1
1,1,1,1,1,24,0,0,1,1,1,1,10,0,0,21,0,0,0,0,0,17,0,0,0,0,0,0,0,11,1,1,1,1
1,1,1,1,1,3,0,0,1,1,1,1,0,0,0,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,0,0,9,22,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,21,0,0,0,0,11,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,4,1,1,5,0,0,0,21,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,13,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,1,18,18,1,1,1,1,1,1,1,1,1,1,14,14,1,1,1,1,1,1,1,18,18,18,1,1,1,1
1,1,1,1,1,1,18,18,1,1,1,1,1,1,1,1,1,1,23,23,1,1,1,1,1,1,1,18,18,18,1,1,1,1
1,1,1,1,1,1,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,18,18,1,1,1,1
